Time_Index,elec_BR_AC,elec_BR_AL,elec_BR_AM,elec_BR_AP,elec_BR_BA,elec_BR_CE,elec_BR_DF,elec_BR_ES,elec_BR_GO,elec_BR_MA,elec_BR_MG,elec_BR_MS,elec_BR_MT,elec_BR_PA,elec_BR_PB,elec_BR_PE,elec_BR_PI,elec_BR_PR,elec_BR_RJ,elec_BR_RN,elec_BR_RO,elec_BR_RR,elec_BR_RS,elec_BR_SC,elec_BR_SE,elec_BR_SP,elec_BR_TO,Unnamed: 28
59,322.8750613906393,1250.1884471166668,2349.958408871005,341.2456938259133,6478.375387303653,4805.062070730593,2524.9094513812784,3773.3057699052515,4415.588250045662,2449.8569997990867,17492.703622438356,3556.700864056735,3483.936420711187,4366.269361086758,1663.666409987443,4206.094372180365,1353.0120917755708,11250.740371458562,13610.983932020548,2755.300426119292,1018.8699252326484,318.80775836735154,8797.554037509017,8657.539616286758,1026.782540094977,48369.79695344748,725.5934007325342,0.0
60,334.2573613906393,1284.7217871166667,2441.4099188710047,361.15455382591324,6620.596187303652,4926.922980730594,2615.4071713812787,3823.416159905251,4467.125780045662,2472.749179799087,17519.992422438354,3633.9940540567354,3457.568480711187,4364.642351086758,1696.6030199874428,4346.596792180365,1379.792001775571,11309.235821458562,14159.551002020547,2894.4538161192922,1050.8732652326485,330.8833583673516,8994.551327509018,8718.585866286758,1048.7884800949773,49369.611633447494,716.5801407325342,0.0
61,309.8274513906393,1180.4097971166668,2298.3035188710046,334.21588382591324,6338.4080973036525,4627.212520730593,2561.590411381279,3610.753919905251,4163.7566100456625,2317.7923797990866,16378.30334243836,3418.196964056735,3283.820160711187,4040.417321086758,1569.5503699874428,4063.248982180365,1272.7690817755708,10252.552971458563,13420.49354202055,2779.583506119292,956.9614652326484,302.9370983673516,8219.496627509017,7751.508666286759,984.7162200949772,46096.46044344749,651.3216307325342,0.0
62,316.91065139063926,1169.5319671166667,2268.9425088710045,343.13203382591325,6174.361577303653,4661.728000730593,2557.0759613812784,3594.8619899052514,4152.043570045662,2276.8424997990865,16166.908692438356,3485.555524056735,3382.9644607111873,3963.498661086758,1568.406009987443,3981.5367421803653,1304.7829817755708,10466.547571458563,13186.400422020548,2664.448266119292,950.8695252326484,318.06946836735153,8175.7451775090185,7877.602926286758,966.3180300949772,46210.24261344749,658.4417007325342,0.0
63,323.09504139063927,1219.6593971166667,2322.9602188710046,352.4971838259132,6315.192787303653,4713.546660730593,2550.3356413812785,3682.126999905251,4312.519710045663,2386.5849097990867,16855.351102438355,3609.160994056735,3444.8277507111875,4247.989061086758,1602.5599899874428,4063.3074821803657,1353.6417417755708,10858.437681458563,13375.240572020548,2609.6390461192923,994.2566352326485,332.34280836735155,8437.531117509017,8278.176166286758,991.4145200949772,47139.96961344749,683.8228007325342,0.0
64,321.38131139063927,1221.0376571166667,2302.9229888710047,347.61740382591324,6292.826857303652,4669.615660730594,2566.4564913812787,3651.117489905251,4269.260180045662,2380.2619797990865,16857.978952438356,3590.6483140567348,3444.7823207111874,4245.685981086758,1583.5449199874429,4118.848882180365,1341.397181775571,10784.985051458563,13127.991702020548,2724.134966119292,985.8891552326484,329.05042836735157,8406.776807509017,8176.107356286758,980.4242200949772,46635.837563447494,689.7163107325342,0.0
65,323.15734139063926,1209.3794171166667,2322.5635188710044,352.4243238259133,6277.314677303652,4763.949910730593,2549.815521381279,3688.664409905251,4317.770950045662,2400.5020397990866,16947.352482438357,3597.0597140567356,3458.983010711187,4238.585091086758,1604.156939987443,4148.536932180365,1346.5459217755708,10863.40551145856,13062.974192020547,2773.181586119292,1007.6350652326483,335.45738836735154,8569.050747509016,8255.921776286757,991.9326900949771,46774.4159334475,695.3368207325343,0.0
66,290.6032513906393,1121.1219471166667,2194.951918871004,331.39640382591324,6076.021097303653,4535.655380730593,2493.2167013812787,3540.8182199052508,4153.234290045662,2305.674619799087,16227.109022438357,3342.4337040567348,3303.901390711187,4037.261371086758,1525.492449987443,4021.7296721803655,1259.1501817755707,10443.470431458562,12478.161142020548,2552.9551361192916,934.1424252326484,307.2677283673516,8288.979787509017,8030.796576286758,962.3809800949772,45151.74865344749,659.9028607325342,0.0
67,310.4026713906393,1109.5754671166667,2221.6829788710047,327.9591138259133,6276.430077303652,4661.781230730593,2558.1565513812784,3528.227009905251,4122.337020045662,2294.621339799087,16068.144252438356,3323.293774056735,3316.9402607111874,3742.6086210867584,1549.0878899874428,4044.8566221803653,1283.531811775571,10169.892511458562,12581.066502020547,2520.297066119292,944.9889052326484,298.2636083673516,8618.624837509018,8035.372566286758,985.8659100949772,45382.05296344749,659.8301507325342,0.0
68,308.9356813906392,1002.8509671166665,2023.7470088710047,312.5046838259133,5685.519187303653,4428.5900407305935,2487.857211381279,3124.5730899052514,3928.3245000456623,2088.3800197990868,13774.308122438355,2988.5208940567354,3129.799920711187,3159.937281086758,1477.6555299874428,3755.097652180365,1263.9810717755709,9211.360761458562,11687.940742020548,2292.042166119292,897.1658252326483,306.21762836735155,8031.3144475090185,7015.767326286758,919.2935900949773,41494.59092344749,633.6646307325342,0.0
69,320.2562413906393,1020.2550771166666,2033.9949888710046,326.56571382591324,5460.772157303652,4555.655720730593,2409.6850013812787,3095.367049905251,3928.238110045662,2153.3280597990865,13799.681222438358,2962.0043740567353,3147.434940711187,3170.055131086758,1513.8257299874429,3762.830552180366,1328.102481775571,9059.387831458562,11851.686802020547,2298.176136119292,957.3155852326483,333.4383683673516,8077.302267509019,6832.093406286759,926.4062800949772,40931.11946344749,650.6284107325342,0.0
70,314.88087139063924,1002.7457671166666,1981.924908871005,330.37921382591327,5111.588547303652,4483.028810730593,2291.7170313812785,2995.3037999052513,3783.7814100456617,2146.9570897990866,13312.119992438356,2801.2075840567354,3077.627070711187,3075.544701086758,1496.5503999874431,3652.9572421803655,1337.7181017755706,8734.137401458562,11496.374642020548,2224.856246119292,952.8691652326484,332.9959983673516,7794.421097509018,6646.646576286758,896.3536700949772,39046.93107344749,647.0628807325343,0.0
71,294.57109139063925,1014.2252271166666,1988.9743788710045,315.25195382591323,5151.129197303653,4385.525050730594,2191.5235313812786,3056.6232199052515,3743.4820100456623,2249.3992097990867,14020.657222438356,2719.9051640567354,3020.2139207111873,3344.147071086758,1483.355309987443,3613.0273521803656,1311.1252917755708,8749.632071458562,11080.393892020547,2127.329186119292,907.0029252326483,315.2458983673516,7752.002977509019,6729.693526286758,880.8100600949772,38721.78011344749,631.0860107325342,0.0
72,270.9789513906393,963.5743671166666,1875.2671488710046,293.9553038259133,4836.074157303652,4133.813930730593,2013.5878913812785,2915.3204099052514,3461.4016400456617,2194.9676597990865,13292.546552438356,2529.032964056735,2877.227900711187,3245.8110810867583,1397.340919987443,3406.1811621803654,1225.020321775571,8132.45327145856,10318.660322020549,1960.7788261192923,838.1828252326484,291.2343183673516,7231.628297509019,6278.049016286758,824.0840300949773,36212.48101344749,581.5930507325343,0.0
73,226.96556139063927,833.8164371166666,1629.5428988710046,242.49584382591325,4264.758517303652,3664.0123307305935,1778.3404713812786,2578.8463899052513,2981.030880045662,1962.3119397990868,11812.860982438355,2186.428504056735,2600.312600711187,2888.8302010867583,1225.562359987443,2937.6932421803654,1083.5720717755707,7128.705571458561,9121.836322020548,1691.4488761192922,715.7941252326484,243.2370183673516,6343.210027509018,5505.910026286759,722.8828900949773,31734.25099344749,500.2639107325342,0.0
74,211.71481139063926,785.6920571166667,1544.3045288710045,222.65014382591323,4032.2295673036533,3477.5758307305937,1712.5173613812788,2472.489519905251,2752.231400045662,1836.861229799087,11331.053432438355,2055.301924056735,2480.2234507111875,2749.5844310867583,1149.606789987443,2750.228512180365,1022.8064717755708,6809.457141458562,8819.79098202055,1597.1169761192923,662.2689852326484,222.64804836735158,6007.347177509018,5260.221686286758,679.2832800949772,30277.56816344749,458.79933073253426,0.0
75,195.42017139063924,743.2569071166666,1449.7630488710045,202.69602382591324,3807.370507303653,3299.5699307305936,1635.6294913812787,2357.911389905251,2562.1708200456624,1760.271649799087,10799.207832438355,1942.4056440567351,2373.339210711187,2644.0870610867587,1078.698809987443,2585.6853521803655,967.0960117755709,6476.488701458561,8345.171582020548,1501.6231161192923,612.5598452326484,205.3443683673516,5679.105097509018,4980.190766286759,646.0091200949772,28675.571303447487,423.9405807325343,0.0
76,183.92936139063926,707.7481471166667,1365.3516588710047,189.32767382591325,3628.736817303653,3149.602050730594,1563.3201213812786,2253.2545799052514,2424.592380045662,1685.907689799087,10306.738622438357,1855.1436440567354,2286.2631007111872,2512.948471086758,1027.518719987443,2437.5830921803654,919.9711417755708,6170.715041458561,7943.595082020549,1439.1602461192922,576.1604052326484,193.69937836735158,5428.546867509019,4746.791906286758,617.8379800949772,27325.34888344749,396.24109073253425,0.0
77,181.34673139063923,709.8429671166667,1373.7707488710046,183.79053382591323,3725.3585673036528,3138.6400807305936,1553.5418613812787,2293.3851999052513,2466.4704800456616,1695.197779799087,10637.954902438356,1878.3020540567352,2285.1048707111872,2577.0884810867583,1022.357079987443,2421.8246521803653,897.0192017755709,6290.316721458562,8052.223832020548,1441.7451361192923,567.0209352326484,189.4725483673516,5474.202397509019,4861.994506286758,624.2723900949773,27877.643163447487,388.78010073253427,0.0
78,180.58137139063925,706.2281871166666,1383.4052988710048,182.22684382591325,3776.990057303653,3147.0193807305936,1594.5715713812788,2334.017639905251,2528.969480045662,1686.0633797990868,10942.373982438357,1921.068844056735,2316.105760711187,2603.597331086758,1013.307089987443,2432.0439221803654,874.5673317755709,6455.778661458561,8215.041132020548,1460.4094761192923,569.7952252326484,184.9030683673516,5550.059637509019,5021.989846286758,635.7305900949773,28842.83500344749,391.15058073253425,0.0
79,186.90765139063924,747.0463571166666,1453.1868988710046,187.90811382591323,4039.464157303653,3274.9877907305936,1695.0723113812787,2454.812789905251,2787.218060045662,1705.8698897990869,11726.669592438355,2098.439494056735,2435.292130711187,2714.264661086758,1068.092619987443,2525.6337821803654,889.3192517755708,6961.842851458561,8710.822142020548,1572.2940861192924,600.0478852326484,186.9592083673516,5924.271757509018,5377.913176286758,673.6188700949772,31137.126133447488,421.67935073253426,0.0
80,222.76462139063926,885.4886271166666,1624.7489488710046,210.97681382591327,4589.637017303652,3718.4732607305937,1903.1932413812785,2725.784549905251,3183.437710045662,1829.572509799087,12934.574802438356,2476.903614056735,2726.959480711187,3033.487871086758,1218.8631199874428,2823.3812921803656,1030.7879417755707,8045.409511458561,9645.457662020548,1821.4479861192922,694.5747352326484,215.1200083673516,6647.233407509019,6119.735276286758,753.9059500949772,35107.69750344749,504.6250607325343,0.0
81,305.35882139063926,1180.2335571166668,2161.8107788710045,314.71589382591327,5913.857897303652,4655.5099007305935,2367.5318413812784,3472.5006099052507,4181.0458500456625,2319.1620297990867,16258.509832438356,3272.946324056735,3347.362440711187,3961.284841086758,1584.478499987443,3698.3313821803654,1338.418461775571,10563.545241458562,12347.000042020547,2300.2642461192922,973.9780852326484,308.2987083673516,8420.534797509019,8004.136886286758,964.8299000949772,44962.31021344749,698.1684007325342,0.0
82,312.5431413906393,1245.0683871166666,2254.636688871005,334.12616382591324,6325.710957303652,4789.790930730593,2391.3929713812786,3660.176589905251,4394.710660045663,2459.088159799087,17022.113632438355,3441.261184056735,3485.824280711187,4289.540401086758,1643.3006699874431,4054.112142180365,1357.8826317755709,10990.206451458562,13011.747602020549,2507.3821161192923,1008.0471252326483,318.8281883673516,8670.714967509019,8290.895376286757,1006.7970200949771,46568.41698344749,738.9945407325342,0.0
83,322.8750613906393,1250.1884471166668,2349.958408871005,341.2456938259133,6478.375387303653,4805.062070730593,2524.9094513812784,3773.3057699052515,4415.588250045662,2449.8569997990867,17492.703622438356,3556.700864056735,3483.936420711187,4366.269361086758,1663.666409987443,4206.094372180365,1353.0120917755708,11250.740371458562,13610.983932020548,2755.300426119292,1018.8699252326484,318.80775836735154,8797.554037509017,8657.539616286758,1026.782540094977,48369.79695344748,725.5934007325342,0.0
84,334.2573613906393,1284.7217871166667,2441.4099188710047,361.15455382591324,6620.596187303652,4926.922980730594,2615.4071713812787,3823.416159905251,4467.125780045662,2472.749179799087,17519.992422438354,3633.9940540567354,3457.568480711187,4364.642351086758,1696.6030199874428,4346.596792180365,1379.792001775571,11309.235821458562,14159.551002020547,2894.4538161192922,1050.8732652326485,330.8833583673516,8994.551327509018,8718.585866286758,1048.7884800949773,49369.611633447494,716.5801407325342,0.0
85,309.8274513906393,1180.4097971166668,2298.3035188710046,334.21588382591324,6338.4080973036525,4627.212520730593,2561.590411381279,3610.753919905251,4163.7566100456625,2317.7923797990866,16378.30334243836,3418.196964056735,3283.820160711187,4040.417321086758,1569.5503699874428,4063.248982180365,1272.7690817755708,10252.552971458563,13420.49354202055,2779.583506119292,956.9614652326484,302.9370983673516,8219.496627509017,7751.508666286759,984.7162200949772,46096.46044344749,651.3216307325342,0.0
86,316.91065139063926,1169.5319671166667,2268.9425088710045,343.13203382591325,6174.361577303653,4661.728000730593,2557.0759613812784,3594.8619899052514,4152.043570045662,2276.8424997990865,16166.908692438356,3485.555524056735,3382.9644607111873,3963.498661086758,1568.406009987443,3981.5367421803653,1304.7829817755708,10466.547571458563,13186.400422020548,2664.448266119292,950.8695252326484,318.06946836735153,8175.7451775090185,7877.602926286758,966.3180300949772,46210.24261344749,658.4417007325342,0.0
87,323.09504139063927,1219.6593971166667,2322.9602188710046,352.4971838259132,6315.192787303653,4713.546660730593,2550.3356413812785,3682.126999905251,4312.519710045663,2386.5849097990867,16855.351102438355,3609.160994056735,3444.8277507111875,4247.989061086758,1602.5599899874428,4063.3074821803657,1353.6417417755708,10858.437681458563,13375.240572020548,2609.6390461192923,994.2566352326485,332.34280836735155,8437.531117509017,8278.176166286758,991.4145200949772,47139.96961344749,683.8228007325342,0.0
88,321.38131139063927,1221.0376571166667,2302.9229888710047,347.61740382591324,6292.826857303652,4669.615660730594,2566.4564913812787,3651.117489905251,4269.260180045662,2380.2619797990865,16857.978952438356,3590.6483140567348,3444.7823207111874,4245.685981086758,1583.5449199874429,4118.848882180365,1341.397181775571,10784.985051458563,13127.991702020548,2724.134966119292,985.8891552326484,329.05042836735157,8406.776807509017,8176.107356286758,980.4242200949772,46635.837563447494,689.7163107325342,0.0
89,323.15734139063926,1209.3794171166667,2322.5635188710044,352.4243238259133,6277.314677303652,4763.949910730593,2549.815521381279,3688.664409905251,4317.770950045662,2400.5020397990866,16947.352482438357,3597.0597140567356,3458.983010711187,4238.585091086758,1604.156939987443,4148.536932180365,1346.5459217755708,10863.40551145856,13062.974192020547,2773.181586119292,1007.6350652326483,335.45738836735154,8569.050747509016,8255.921776286757,991.9326900949771,46774.4159334475,695.3368207325343,0.0
